country,location_name,timezone,last_updated,travel_safety
Bolivia,National,America/La_Paz,2024-09-08 08:15,Unsafe
Panama,Panama City,America/Panama,2024-09-08 07:15,Unsafe
Papua New Guinea,Port Moresby,Pacific/Port_Moresby,2024-09-08 22:15,Caution
Paraguay,Aurora,America/Argentina/Cordoba,2024-09-08 09:15,Unsafe
Peru,Lima,America/Lima,2024-09-08 07:15,Caution
Philippines,Manila,Asia/Manila,2024-09-08 20:15,Caution
Poland,Warsaw,Europe/Warsaw,2024-09-08 14:15,Caution
Portugal,Lisbon,Europe/Lisbon,2024-09-08 13:15,Safe
Qatar,Doha,Asia/Qatar,2024-09-08 15:15,Unsafe
Romania,Bucharest,Europe/Bucharest,2024-09-08 15:15,Caution
Russia,Moscow,Europe/Moscow,2024-09-08 15:15,Caution
Rwanda,Kigali,Africa/Kigali,2024-09-08 14:15,Caution
Saint Kitts and Nevis,Basseterre,America/St_Kitts,2024-09-08 08:15,Unsafe
Saint Lucia,Castries,America/St_Lucia,2024-09-08 08:15,Caution
Saint Vincent and the Grenadines,Kingstown,America/St_Vincent,2024-09-08 08:15,Safe
Samoa,Apia,Pacific/Apia,2024-09-09 01:15,Caution
San Marino,San Marino,Europe/Rome,2024-09-08 14:15,Caution
Belgium,'S Gravenjansdijk,Europe/Brussels,2024-09-08 14:15,Safe
Saudi Arabia,Riyadh,Asia/Riyadh,2024-09-08 15:15,Caution
Senegal,Dakar,Africa/Dakar,2024-09-08 12:15,Caution
Serbia,Belgrade,Europe/Belgrade,2024-09-08 14:15,Caution
Seychelles Islands,Victoria,Indian/Mahe,2024-09-08 16:15,Caution
Sierra Leone,Freetown,Africa/Freetown,2024-09-08 12:15,Caution
Singapore,Singapore,Asia/Singapore,2024-09-08 20:15,Caution
Slovakia,Bratislava,Europe/Bratislava,2024-09-08 14:15,Caution
Slovenia,Ljubljana,Europe/Ljubljana,2024-09-08 14:15,Safe
Solomon Islands,Honiara,Pacific/Guadalcanal,2024-09-08 23:15,Caution
Somalia,Mogadishu,Africa/Mogadishu,2024-09-08 15:15,Caution
South Africa,Pretoria,Africa/Johannesburg,2024-09-08 14:15,Safe
South Korea,Seoul,Asia/Seoul,2024-09-08 21:15,Unsafe
Sudan,Juba,Africa/Khartoum,2024-09-08 14:15,Caution
Spain,Madrid,Europe/Madrid,2024-09-08 14:15,Safe
Sri Lanka,Colombo,Asia/Colombo,2024-09-08 17:45,Caution
Sudan,Khartoum,Africa/Khartoum,2024-09-08 14:15,Caution
Suriname,Paramaribo,America/Paramaribo,2024-09-08 09:15,Safe
Sweden,Stockholm,Europe/Stockholm,2024-09-08 14:15,Caution
Switzerland,Bern,Europe/Zurich,2024-09-08 14:15,Safe
Syria,Damascus,Asia/Damascus,2024-09-08 15:15,Caution
Tajikistan,Dushanbe,Asia/Dushanbe,2024-09-08 17:15,Safe
Tanzania,Dodoma,Africa/Dar_es_Salaam,2024-09-08 15:15,Safe
Thailand,Bangkok,Asia/Bangkok,2024-09-08 19:15,Safe
Timor-Leste,Dili,Asia/Dili,2024-09-08 21:15,Safe
Vietnam,Ban Lom,Asia/Bangkok,2024-09-08 19:15,Unsafe
Tonga,Nuku`Aloia,Pacific/Tongatapu,2024-09-09 01:15,Unsafe
Trinidad and Tobago,Port Of Spain,America/Port_of_Spain,2024-09-08 08:15,Caution
Tunisia,Tunis,Africa/Tunis,2024-09-08 13:15,Caution
Turkey,Ankara,Europe/Istanbul,2024-09-08 15:15,Caution
Turkmenistan,Ashgabat,Asia/Ashgabat,2024-09-08 17:15,Safe
Tuvalu,Funafuti,Pacific/Funafuti,2024-09-09 00:15,Caution
Uganda,Kampala,Africa/Kampala,2024-09-08 15:15,Caution
Ukraine,Kyiv,Europe/Kiev,2024-09-08 15:15,Safe
United Arab Emirates,Abu Dhabi,Asia/Dubai,2024-09-08 16:15,Unsafe
United Kingdom,London,Europe/London,2024-09-08 13:15,Safe
United States of America,Washington Harbor,America/Los_Angeles,2024-09-08 05:15,Unsafe
Uruguay,Montevideo,America/Montevideo,2024-09-08 09:15,Caution
Uzbekistan,Tashkent,Asia/Tashkent,2024-09-08 17:15,Caution
Vanuatu,Port Vila,Pacific/Efate,2024-09-08 23:15,Caution
Venezuela,Caracas,America/Caracas,2024-09-08 08:15,Safe
Vietnam,Hanoi,Asia/Bangkok,2024-09-08 19:15,Unsafe
Yemen,Sanaa,Asia/Aden,2024-09-08 15:15,Caution
Zambia,Lusaka,Africa/Lusaka,2024-09-08 14:15,Safe
Zimbabwe,Harare,Africa/Harare,2024-09-08 14:15,Safe
Afghanistan,Kabul,Asia/Kabul,2024-09-09 17:00,Safe
Albania,Tirana,Europe/Tirane,2024-09-09 14:30,Caution
Algeria,Algiers,Africa/Algiers,2024-09-09 13:30,Caution
Andorra,Andorra La Vella,Europe/Andorra,2024-09-09 14:30,Safe
Angola,Luanda,Africa/Luanda,2024-09-09 13:30,Caution
Antigua and Barbuda,Saint John's,America/Antigua,2024-09-09 08:30,Unsafe
Argentina,Buenos Aires,America/Argentina/Buenos_Aires,2024-09-09 09:30,Caution
Armenia,Yerevan,Asia/Yerevan,2024-09-09 16:30,Caution
Australia,Canberra,Australia/Sydney,2024-09-09 22:30,Safe
Austria,Vienna,Europe/Vienna,2024-09-09 14:30,Unsafe
Azerbaijan,Baku,Asia/Baku,2024-09-09 16:30,Caution
Bahamas,Nassau,America/Nassau,2024-09-09 08:30,Caution
Bahrain,Manama,Asia/Bahrain,2024-09-09 15:30,Unsafe
Bangladesh,Dhaka,Asia/Dhaka,2024-09-09 18:30,Caution
Barbados,Bridgetown,America/Barbados,2024-09-09 08:30,Caution
Belarus,Minsk,Europe/Minsk,2024-09-09 15:30,Caution
Belgium,Brussels,Europe/Brussels,2024-09-09 14:30,Caution
Belize,Belmopan,America/Belize,2024-09-09 06:30,Unsafe
Benin,Porto-Novo,Africa/Porto-Novo,2024-09-09 13:30,Caution
Bhutan,Thimphu,Asia/Thimphu,2024-09-09 18:30,Unsafe
Bolivia,Sucre,America/La_Paz,2024-09-09 08:30,Unsafe
Bosnia and Herzegovina,Sarajevo,Europe/Sarajevo,2024-09-09 14:30,Unsafe
Botswana,Gaborone,Africa/Gaborone,2024-09-09 14:30,Safe
Brazil,Bras,America/Manaus,2024-09-09 08:30,Caution
Brunei Darussalam,Bandar Seri Begawan,Asia/Brunei,2024-09-09 20:30,Caution
Bulgaria,Sofia,Europe/Sofia,2024-09-09 15:30,Caution
Burkina Faso,Ouagadougou,Africa/Ouagadougou,2024-09-09 12:30,Safe
Burundi,Bujumbura,Africa/Bujumbura,2024-09-09 14:30,Caution
Madagascar,Ivory,Indian/Antananarivo,2024-09-09 15:30,Safe
Cape Verde,Praia,Atlantic/Cape_Verde,2024-09-09 11:30,Caution
Cambodia,Phnom Penh,Asia/Phnom_Penh,2024-09-09 19:30,Caution
Cameroon,Ngaoundere,Africa/Douala,2024-09-09 13:30,Caution
Canada,Ottawa,America/Toronto,2024-09-09 08:30,Unsafe
Central African Republic,Bangui,Africa/Bangui,2024-09-09 13:30,Safe
Chad,N'djamena,Africa/Douala,2024-09-09 13:30,Safe
Chile,Santiago,America/Santiago,2024-09-09 09:30,Unsafe
China,Beijing,Asia/Shanghai,2024-09-09 20:30,Unsafe
Bulgaria,Bogot,Europe/Sofia,2024-09-09 15:30,Safe
Comoros,Moroni,Indian/Comoro,2024-09-09 15:30,Caution
Congo,Brazzaville,Africa/Brazzaville,2024-09-09 13:30,Caution
Costa Rica,San Ignacio,America/Costa_Rica,2024-09-09 06:30,Unsafe
Croatia,Zagreb,Europe/Zagreb,2024-09-09 14:30,Unsafe
Cuba,Havana,America/Havana,2024-09-09 08:30,Unsafe
Cyprus,Nicosia,Asia/Famagusta,2024-09-09 15:30,Caution
Czech Republic,Prague,Europe/Prague,2024-09-09 14:30,Caution
Democratic Republic of Congo,Kinshasa,Africa/Brazzaville,2024-09-09 13:30,Caution
Denmark,Copenhagen,Europe/Copenhagen,2024-09-09 14:30,Caution
Djibouti,Djibouti,Africa/Djibouti,2024-09-09 15:30,Caution
Dominica,Roseau,America/Dominica,2024-09-09 08:30,Unsafe
Dominican Republic,Santo Domingo,America/Santo_Domingo,2024-09-09 08:30,Unsafe
Ecuador,Quito,America/Guayaquil,2024-09-09 07:30,Caution
Egypt,Cairo,Africa/Cairo,2024-09-09 15:30,Caution
El Salvador,San Salvador,America/El_Salvador,2024-09-09 06:30,Unsafe
Equatorial Guinea,Malabo,Africa/Malabo,2024-09-09 13:30,Unsafe
Eritrea,Asmara,Africa/Asmara,2024-09-09 15:30,Caution
Estonia,Tallinn,Europe/Tallinn,2024-09-09 15:30,Safe
Swaziland,Mbabane,Africa/Mbabane,2024-09-09 14:30,Safe
Ethiopia,Addis Ababa,Africa/Addis_Ababa,2024-09-09 15:30,Caution
Fiji Islands,Suva,Pacific/Fiji,2024-09-10 00:30,Unsafe
Finland,Helsinki,Europe/Helsinki,2024-09-09 15:30,Caution
France,Paris,Europe/Paris,2024-09-09 14:30,Caution
Gabon,Libreville,Africa/Libreville,2024-09-09 13:30,Caution
Gambia,Banjul,Africa/Banjul,2024-09-09 12:30,Unsafe
Georgia,Tbilisi,Asia/Tbilisi,2024-09-09 16:30,Caution
Germany,Berlin,Europe/Berlin,2024-09-09 14:30,Unsafe
Ghana,Accra,Africa/Accra,2024-09-09 12:30,Safe
Greece,Athens,Europe/Athens,2024-09-09 15:30,Caution
Grenada,Saint George's,America/Grenada,2024-09-09 08:30,Unsafe
Guatemala,Guatemala City,America/Guatemala,2024-09-09 06:30,Unsafe
Guinea,Conakry,Africa/Conakry,2024-09-09 12:30,Unsafe
Guinea-Bissau,Bissau,Africa/Bissau,2024-09-09 12:30,Unsafe
Guyana,Georgetown,America/Guyana,2024-09-09 08:30,Caution
Haiti,Port-Au-Prince,America/Port-au-Prince,2024-09-09 08:30,Caution
Vatican City,Vatican City,Europe/Rome,2024-09-09 14:30,Caution
Honduras,Tegucigalpa,America/Tegucigalpa,2024-09-09 06:30,Unsafe
Hungary,Budapest,Europe/Budapest,2024-09-09 14:30,Caution
Iceland,Vestmannaeyjar,Atlantic/Reykjavik,2024-09-09 12:30,Caution
India,New Delhi,Asia/Kolkata,2024-09-09 18:00,Unsafe
Indonesia,Jakarta,Asia/Jakarta,2024-09-09 19:30,Unsafe
Iran,Tehran,Asia/Tehran,2024-09-09 16:00,Caution
Iraq,Baghdad,Asia/Baghdad,2024-09-09 15:30,Caution
Ireland,Dublin,Europe/Dublin,2024-09-09 13:30,Caution
Israel,Jerusalem,Asia/Jerusalem,2024-09-09 15:30,Caution
Italy,Rome,Europe/Rome,2024-09-09 14:30,Caution
Jamaica,Port Royal,America/Jamaica,2024-09-09 07:30,Caution
Japan,Tokyo,Asia/Tokyo,2024-09-09 21:30,Caution
Jordan,Amman,Asia/Amman,2024-09-09 15:30,Caution
Kazakhstan,Astana,Asia/Almaty,2024-09-09 17:30,Caution
Kenya,Nairobi,Africa/Nairobi,2024-09-09 15:30,Caution
Kiribati,Tarawa,Pacific/Tarawa,2024-09-10 00:30,Caution
Kuwait,Kuwait City,Asia/Kuwait,2024-09-09 15:30,Caution
Kyrghyzstan,Bishkek,Asia/Bishkek,2024-09-09 18:30,Caution
Indonesia,Laos,Asia/Jakarta,2024-09-09 19:30,Unsafe
Latvia,Riga,Europe/Riga,2024-09-09 15:30,Safe
Lebanon,Beirut,Asia/Beirut,2024-09-09 15:30,Caution
Lesotho,Maseru,Africa/Johannesburg,2024-09-09 14:30,Safe
Liberia,Monrovia,Africa/Monrovia,2024-09-09 12:30,Unsafe
Thailand,Nan,Asia/Bangkok,2024-09-09 19:30,Caution
Liechtenstein,Vaduz,Europe/Vaduz,2024-09-09 14:30,Unsafe
Lithuania,Vilnius,Europe/Vilnius,2024-09-09 15:30,Caution
Luxembourg,Luxembourg,Europe/Luxembourg,2024-09-09 14:30,Unsafe
Madagascar,Antananarivo,Indian/Antananarivo,2024-09-09 15:30,Safe
Malawi,Lilongwe,Africa/Blantyre,2024-09-09 14:30,Safe
Malaysia,Kuala Lumpur,Asia/Kuala_Lumpur,2024-09-09 20:30,Caution
Maldives,Dhidhdhoo,Indian/Maldives,2024-09-09 17:30,Caution
Mali,Bamako,Africa/Bamako,2024-09-09 12:30,Safe
Malta,Valletta,Europe/Malta,2024-09-09 14:30,Caution
Marshall Islands,Majuro,Pacific/Majuro,2024-09-10 00:30,Caution
Mauritania,Nouakchott,Africa/Nouakchott,2024-09-09 12:30,Unsafe
Mauritius,Port Louis,Indian/Mauritius,2024-09-09 16:30,Caution
Mexico,Mexico City,America/Mexico_City,2024-09-09 06:30,Caution
Micronesia,Palikir,Pacific/Pohnpei,2024-09-09 23:30,Unsafe
Iran,Chi Chi Khvar,Asia/Tehran,2024-09-09 16:00,Caution
Monaco,Monaco,Europe/Monaco,2024-09-09 14:30,Safe
Mongolia,Ulaanbaatar,Asia/Ulaanbaatar,2024-09-09 20:30,Safe
Montenegro,Podgorica,Europe/Podgorica,2024-09-09 14:30,Caution
Morocco,Rabat,Africa/Casablanca,2024-09-09 13:30,Safe
Mozambique,Maputo,Africa/Maputo,2024-09-09 14:30,Caution
Myanmar,Yangon,Asia/Yangon,2024-09-09 19:00,Unsafe
Namibia,Windhoek,Africa/Windhoek,2024-09-09 14:30,Caution
Turkey,Yaren,Europe/Istanbul,2024-09-09 15:30,Caution
Nepal,Kathmandu,Asia/Kathmandu,2024-09-09 18:15,Caution
Netherlands,Amsterdam,Europe/Amsterdam,2024-09-09 14:30,Safe
New Zealand,Wellington,Pacific/Auckland,2024-09-10 00:30,Unsafe
Nicaragua,Managua,America/Managua,2024-09-09 06:30,Unsafe
Niger,Niamey,Africa/Niamey,2024-09-09 13:30,Safe
Nigeria,Abuja,Africa/Lagos,2024-09-09 13:30,Caution
North Korea,Pyongyang,Asia/Pyongyang,2024-09-09 21:30,Caution
Macedonia,Skopje,Europe/Skopje,2024-09-09 14:30,Caution
Norway,Oslo,Europe/Oslo,2024-09-09 14:30,Caution
Oman,Muscat,Asia/Muscat,2024-09-09 16:30,Caution
Pakistan,Islamabad,Asia/Karachi,2024-09-09 17:30,Caution
Palau,Airai,Pacific/Palau,2024-09-09 21:30,Unsafe
Bolivia,National,America/La_Paz,2024-09-09 08:30,Unsafe
Panama,Panama City,America/Panama,2024-09-09 07:30,Unsafe
Papua New Guinea,Port Moresby,Pacific/Port_Moresby,2024-09-09 22:30,Caution
Paraguay,Aurora,America/Argentina/Cordoba,2024-09-09 09:30,Unsafe
Peru,Lima,America/Lima,2024-09-09 07:30,Caution
Philippines,Manila,Asia/Manila,2024-09-09 20:30,Caution
Poland,Warsaw,Europe/Warsaw,2024-09-09 14:30,Caution
Portugal,Lisbon,Europe/Lisbon,2024-09-09 13:30,Caution
Qatar,Doha,Asia/Qatar,2024-09-09 15:30,Caution
Romania,Bucharest,Europe/Bucharest,2024-09-09 15:30,Caution
Russia,Moscow,Europe/Moscow,2024-09-09 15:30,Caution
Rwanda,Kigali,Africa/Kigali,2024-09-09 14:30,Caution
Saint Kitts and Nevis,Basseterre,America/St_Kitts,2024-09-09 08:30,Caution
Saint Lucia,Castries,America/St_Lucia,2024-09-09 08:30,Caution
Saint Vincent and the Grenadines,Kingstown,America/St_Vincent,2024-09-09 08:30,Caution
Samoa,Apia,Pacific/Apia,2024-09-10 01:30,Unsafe
San Marino,San Marino,Europe/Rome,2024-09-09 14:30,Safe
Belgium,'S Gravenjansdijk,Europe/Brussels,2024-09-09 14:30,Caution
Saudi Arabia,Riyadh,Asia/Riyadh,2024-09-09 15:30,Caution
Senegal,Dakar,Africa/Dakar,2024-09-09 12:30,Caution
Serbia,Belgrade,Europe/Belgrade,2024-09-09 14:30,Caution
Seychelles Islands,Victoria,Indian/Mahe,2024-09-09 16:30,Caution
Sierra Leone,Freetown,Africa/Freetown,2024-09-09 12:30,Caution
Singapore,Singapore,Asia/Singapore,2024-09-09 20:30,Caution
Slovakia,Bratislava,Europe/Bratislava,2024-09-09 14:30,Unsafe
Slovenia,Ljubljana,Europe/Ljubljana,2024-09-09 14:30,Caution
Solomon Islands,Honiara,Pacific/Guadalcanal,2024-09-09 23:30,Caution
Somalia,Mogadishu,Africa/Mogadishu,2024-09-09 15:30,Safe
South Africa,Pretoria,Africa/Johannesburg,2024-09-09 14:30,Caution
South Korea,Seoul,Asia/Seoul,2024-09-09 21:30,Caution
Sudan,Juba,Africa/Khartoum,2024-09-09 14:30,Caution
Spain,Madrid,Europe/Madrid,2024-09-09 14:30,Safe
Sri Lanka,Colombo,Asia/Colombo,2024-09-09 18:00,Caution
Sudan,Khartoum,Africa/Khartoum,2024-09-09 14:30,Caution
Suriname,Paramaribo,America/Paramaribo,2024-09-09 09:30,Safe
Sweden,Stockholm,Europe/Stockholm,2024-09-09 14:30,Safe
Switzerland,Bern,Europe/Zurich,2024-09-09 14:30,Caution
Syria,Damascus,Asia/Damascus,2024-09-09 15:30,Caution
Tajikistan,Dushanbe,Asia/Dushanbe,2024-09-09 17:30,Safe
Tanzania,Dodoma,Africa/Dar_es_Salaam,2024-09-09 15:30,Safe
Thailand,Bangkok,Asia/Bangkok,2024-09-09 19:30,Safe
Timor-Leste,Dili,Asia/Dili,2024-09-09 21:30,Safe
Vietnam,Ban Lom,Asia/Bangkok,2024-09-09 19:30,Unsafe
Tonga,Nuku`Aloia,Pacific/Tongatapu,2024-09-10 01:30,Unsafe
Trinidad and Tobago,Port Of Spain,America/Port_of_Spain,2024-09-09 08:30,Caution
Tunisia,Tunis,Africa/Tunis,2024-09-09 13:30,Caution
Turkey,Ankara,Europe/Istanbul,2024-09-09 15:30,Caution
Turkmenistan,Ashgabat,Asia/Ashgabat,2024-09-09 17:30,Safe
Tuvalu,Funafuti,Pacific/Funafuti,2024-09-10 00:30,Caution
Uganda,Kampala,Africa/Kampala,2024-09-09 15:30,Caution
Ukraine,Kyiv,Europe/Kiev,2024-09-09 15:30,Caution
United Arab Emirates,Abu Dhabi,Asia/Dubai,2024-09-09 16:30,Unsafe
United Kingdom,London,Europe/London,2024-09-09 13:30,Safe
United States of America,Washington Harbor,America/Los_Angeles,2024-09-09 05:30,Unsafe
Uruguay,Montevideo,America/Montevideo,2024-09-09 09:30,Caution
Uzbekistan,Tashkent,Asia/Tashkent,2024-09-09 17:30,Caution
Vanuatu,Port Vila,Pacific/Efate,2024-09-09 23:30,Caution
Venezuela,Caracas,America/Caracas,2024-09-09 08:30,Caution
Vietnam,Hanoi,Asia/Bangkok,2024-09-09 19:30,Unsafe
Yemen,Sanaa,Asia/Aden,2024-09-09 15:30,Safe
Zambia,Lusaka,Africa/Lusaka,2024-09-09 14:30,Safe
Zimbabwe,Harare,Africa/Harare,2024-09-09 14:30,Safe
Afghanistan,Kabul,Asia/Kabul,2024-09-10 17:00,Safe
Albania,Tirana,Europe/Tirane,2024-09-10 14:30,Safe
Algeria,Algiers,Africa/Algiers,2024-09-10 13:30,Caution
Andorra,Andorra La Vella,Europe/Andorra,2024-09-10 14:30,Safe
Angola,Luanda,Africa/Luanda,2024-09-10 13:30,Caution
Antigua and Barbuda,Saint John's,America/Antigua,2024-09-10 08:30,Caution
Argentina,Buenos Aires,America/Argentina/Buenos_Aires,2024-09-10 09:30,Unsafe
Armenia,Yerevan,Asia/Yerevan,2024-09-10 16:30,Caution
Australia,Canberra,Australia/Sydney,2024-09-10 22:30,Safe
Austria,Vienna,Europe/Vienna,2024-09-10 14:30,Caution
Azerbaijan,Baku,Asia/Baku,2024-09-10 16:30,Caution
Bahamas,Nassau,America/Nassau,2024-09-10 08:30,Caution
Bahrain,Manama,Asia/Bahrain,2024-09-10 15:30,Unsafe
Bangladesh,Dhaka,Asia/Dhaka,2024-09-10 18:30,Caution
Barbados,Bridgetown,America/Barbados,2024-09-10 08:30,Caution
Belarus,Minsk,Europe/Minsk,2024-09-10 15:30,Caution
Belgium,Brussels,Europe/Brussels,2024-09-10 14:30,Caution
Belize,Belmopan,America/Belize,2024-09-10 06:30,Unsafe
Benin,Porto-Novo,Africa/Porto-Novo,2024-09-10 13:30,Caution
Bhutan,Thimphu,Asia/Thimphu,2024-09-10 18:30,Unsafe
Bolivia,Sucre,America/La_Paz,2024-09-10 08:30,Unsafe
Bosnia and Herzegovina,Sarajevo,Europe/Sarajevo,2024-09-10 14:30,Caution
Botswana,Gaborone,Africa/Gaborone,2024-09-10 14:30,Safe
Brazil,Bras,America/Manaus,2024-09-10 08:30,Caution
Brunei Darussalam,Bandar Seri Begawan,Asia/Brunei,2024-09-10 20:30,Caution
Bulgaria,Sofia,Europe/Sofia,2024-09-10 15:30,Caution
Burkina Faso,Ouagadougou,Africa/Ouagadougou,2024-09-10 12:30,Safe
Burundi,Bujumbura,Africa/Bujumbura,2024-09-10 14:30,Caution
Madagascar,Ivory,Indian/Antananarivo,2024-09-10 15:30,Safe
Cape Verde,Praia,Atlantic/Cape_Verde,2024-09-10 11:30,Caution
Cambodia,Phnom Penh,Asia/Phnom_Penh,2024-09-10 19:30,Caution
Cameroon,Ngaoundere,Africa/Douala,2024-09-10 13:30,Safe
Canada,Ottawa,America/Toronto,2024-09-10 08:30,Unsafe
Central African Republic,Bangui,Africa/Bangui,2024-09-10 13:30,Safe
Chad,N'djamena,Africa/Douala,2024-09-10 13:30,Caution
Chile,Santiago,America/Santiago,2024-09-10 09:30,Unsafe
China,Beijing,Asia/Shanghai,2024-09-10 20:30,Caution
Bulgaria,Bogot,Europe/Sofia,2024-09-10 15:30,Caution
Comoros,Moroni,Indian/Comoro,2024-09-10 15:30,Safe
Congo,Brazzaville,Africa/Brazzaville,2024-09-10 13:30,Caution
Costa Rica,San Ignacio,America/Costa_Rica,2024-09-10 06:30,Caution
Croatia,Zagreb,Europe/Zagreb,2024-09-10 14:30,Safe
Cuba,Havana,America/Havana,2024-09-10 08:30,Unsafe
Cyprus,Nicosia,Asia/Famagusta,2024-09-10 15:30,Caution
Czech Republic,Prague,Europe/Prague,2024-09-10 14:30,Safe
Democratic Republic of Congo,Kinshasa,Africa/Brazzaville,2024-09-10 13:30,Caution
Denmark,Copenhagen,Europe/Copenhagen,2024-09-10 14:30,Caution
Djibouti,Djibouti,Africa/Djibouti,2024-09-10 15:30,Caution
Dominica,Roseau,America/Dominica,2024-09-10 08:30,Caution
Dominican Republic,Santo Domingo,America/Santo_Domingo,2024-09-10 08:30,Caution
Ecuador,Quito,America/Guayaquil,2024-09-10 07:30,Safe
Egypt,Cairo,Africa/Cairo,2024-09-10 15:30,Caution
El Salvador,San Salvador,America/El_Salvador,2024-09-10 06:30,Unsafe
Equatorial Guinea,Malabo,Africa/Malabo,2024-09-10 13:30,Caution
Eritrea,Asmara,Africa/Asmara,2024-09-10 15:30,Safe
Estonia,Tallinn,Europe/Tallinn,2024-09-10 15:30,Caution
Swaziland,Mbabane,Africa/Mbabane,2024-09-10 14:30,Caution
Ethiopia,Addis Ababa,Africa/Addis_Ababa,2024-09-10 15:30,Caution
Fiji Islands,Suva,Pacific/Fiji,2024-09-11 00:30,Caution
Finland,Helsinki,Europe/Helsinki,2024-09-10 15:30,Caution
France,Paris,Europe/Paris,2024-09-10 14:30,Safe
Gabon,Libreville,Africa/Libreville,2024-09-10 13:30,Caution
Gambia,Banjul,Africa/Banjul,2024-09-10 12:30,Caution
Georgia,Tbilisi,Asia/Tbilisi,2024-09-10 16:30,Caution
Germany,Berlin,Europe/Berlin,2024-09-10 14:30,Safe
Ghana,Accra,Africa/Accra,2024-09-10 12:30,Caution
Greece,Athens,Europe/Athens,2024-09-10 15:30,Caution
Grenada,Saint George's,America/Grenada,2024-09-10 08:30,Caution
Guatemala,Guatemala City,America/Guatemala,2024-09-10 06:30,Unsafe
Guinea,Conakry,Africa/Conakry,2024-09-10 12:30,Caution
Guinea-Bissau,Bissau,Africa/Bissau,2024-09-10 12:30,Caution
Guyana,Georgetown,America/Guyana,2024-09-10 08:30,Caution
Haiti,Port-Au-Prince,America/Port-au-Prince,2024-09-10 08:30,Caution
Vatican City,Vatican City,Europe/Rome,2024-09-10 14:30,Safe
Honduras,Tegucigalpa,America/Tegucigalpa,2024-09-10 06:30,Unsafe
Hungary,Budapest,Europe/Budapest,2024-09-10 14:30,Safe
Iceland,Vestmannaeyjar,Atlantic/Reykjavik,2024-09-10 12:30,Unsafe
India,New Delhi,Asia/Kolkata,2024-09-10 18:00,Unsafe
Indonesia,Jakarta,Asia/Jakarta,2024-09-10 19:30,Unsafe
Iran,Tehran,Asia/Tehran,2024-09-10 16:00,Caution
Iraq,Baghdad,Asia/Baghdad,2024-09-10 15:30,Unsafe
Ireland,Dublin,Europe/Dublin,2024-09-10 13:30,Caution
Israel,Jerusalem,Asia/Jerusalem,2024-09-10 15:30,Caution
Italy,Rome,Europe/Rome,2024-09-10 14:30,Safe
Jamaica,Port Royal,America/Jamaica,2024-09-10 07:30,Caution
Japan,Tokyo,Asia/Tokyo,2024-09-10 21:30,Caution
Jordan,Amman,Asia/Amman,2024-09-10 15:30,Caution
Kazakhstan,Astana,Asia/Almaty,2024-09-10 17:30,Safe
Kenya,Nairobi,Africa/Nairobi,2024-09-10 15:30,Caution
Kiribati,Tarawa,Pacific/Tarawa,2024-09-11 00:30,Caution
Kuwait,Kuwait City,Asia/Kuwait,2024-09-10 15:30,Caution
Kyrghyzstan,Bishkek,Asia/Bishkek,2024-09-10 18:30,Caution
Indonesia,Laos,Asia/Jakarta,2024-09-10 19:30,Caution
Latvia,Riga,Europe/Riga,2024-09-10 15:30,Caution
Lebanon,Beirut,Asia/Beirut,2024-09-10 15:30,Caution
Lesotho,Maseru,Africa/Johannesburg,2024-09-10 14:30,Caution
Liberia,Monrovia,Africa/Monrovia,2024-09-10 12:30,Caution
Thailand,Nan,Asia/Bangkok,2024-09-10 19:30,Unsafe
Liechtenstein,Vaduz,Europe/Vaduz,2024-09-10 14:30,Safe
Lithuania,Vilnius,Europe/Vilnius,2024-09-10 15:30,Caution
Luxembourg,Luxembourg,Europe/Luxembourg,2024-09-10 14:30,Caution
Madagascar,Antananarivo,Indian/Antananarivo,2024-09-10 15:30,Safe
Malawi,Lilongwe,Africa/Blantyre,2024-09-10 14:30,Safe
Malaysia,Kuala Lumpur,Asia/Kuala_Lumpur,2024-09-10 20:30,Caution
Maldives,Dhidhdhoo,Indian/Maldives,2024-09-10 17:30,Caution
Mali,Bamako,Africa/Bamako,2024-09-10 12:30,Safe
Malta,Valletta,Europe/Malta,2024-09-10 14:30,Caution
Marshall Islands,Majuro,Pacific/Majuro,2024-09-11 00:30,Caution
Mauritania,Nouakchott,Africa/Nouakchott,2024-09-10 12:30,Safe
Mauritius,Port Louis,Indian/Mauritius,2024-09-10 16:30,Safe
Mexico,Mexico City,America/Mexico_City,2024-09-10 06:30,Caution
Micronesia,Palikir,Pacific/Pohnpei,2024-09-10 23:30,Unsafe
Iran,Chi Chi Khvar,Asia/Tehran,2024-09-10 16:00,Caution
Monaco,Monaco,Europe/Monaco,2024-09-10 14:30,Safe
Mongolia,Ulaanbaatar,Asia/Ulaanbaatar,2024-09-10 20:30,Safe
Montenegro,Podgorica,Europe/Podgorica,2024-09-10 14:30,Caution
Morocco,Rabat,Africa/Casablanca,2024-09-10 13:30,Safe
Mozambique,Maputo,Africa/Maputo,2024-09-10 14:30,Caution
Myanmar,Yangon,Asia/Yangon,2024-09-10 19:00,Unsafe
Namibia,Windhoek,Africa/Windhoek,2024-09-10 14:30,Caution
Turkey,Yaren,Europe/Istanbul,2024-09-10 15:30,Caution
Nepal,Kathmandu,Asia/Kathmandu,2024-09-10 18:15,Caution
Netherlands,Amsterdam,Europe/Amsterdam,2024-09-10 14:30,Unsafe
New Zealand,Wellington,Pacific/Auckland,2024-09-11 00:30,Caution
